Delivery_person_Age,Delivery_person_Ratings,Time_taken(min),distance
25,4.2,39,16.902806732498597
32,4.6,25,1.5093577696342253
34,4.7,15,6048.631240095335
38,4.9,15,3.0251186390180176
36,4.8,15,13.407092693002163
25,5.0,15,16.721976048741656
29,5.0,18,7.772343594464188
36,4.7,29,13.773737657079213
33,4.7,20,7.790158927085036
36,4.4,39,6.217834398579603
21,4.8,19,16.852834881459735
25,4.8,19,4.610035602261126
23,4.8,17,19.87987067737402
25,4.6,15,1.5580833985943423
24,4.3,19,3.0253327061731827
27,4.6,29,13.971948960174704
23,4.8,22,16.830905551931515
21,4.3,42,20.20779793335838
27,4.7,12,3.040641621538215
32,4.2,38,20.253785359470154
25,4.6,23,16.721296009802852
39,4.7,15,2.984550789786577
27,4.6,24,12.161450531436996
39,3.8,37,16.822155609316784
31,4.8,24,7.762556904358387
31,4.8,13,9.055855161965688
20,4.8,16,1.5545816630915406
36,4.9,42,12.074047498027545
20,4.9,17,13.58037387628081
24,4.6,25,4.469620875558469
29,4.6,25,16.65983831917015
39,4.2,39,16.634870118211385
37,4.8,18,6.232139486668676
32,4.9,28,6.209021101535329
22,4.5,18,7.460830127736771
23,4.9,18,20.253785359470154
33,4.7,49,16.60097570059501
23,4.6,15,4.5403213728916425
27,4.6,21,12.421212735966272
34,4.7,23,6.118711846690412
26,5.0,11,1.5204319479995732
31,4.6,25,9.087972744660556
32,4.9,18,3.064487105761538
27,4.7,14,3.025144329113472
21,4.9,36,13.97320677313832
28,4.8,18,7.7631027847272
24,4.9,17,6.290134677634678
33,4.4,28,1.5368503798527686
20,4.6,44,13.973177561576211
31,4.3,20,9.34840352266177
29,4.6,19,4.596576884052145
36,5.0,35,10.602467987619454
31,4.2,50,17.076258901182708
39,4.1,34,9.22083460710919
29,4.6,17,12.161605446009546
29,4.6,23,6.08088296759392
37,4.9,27,4.674143698976654
33,4.7,26,6.290134677634678
31,3.9,35,10.709003371535461
37,4.6,41,6.290134677634678
26,4.4,23,9.314884732862103
24,4.6,30,17.137482577838096
23,4.8,19,3.145067434621583
36,4.9,27,1.5725337292863206
39,4.8,28,6.218002348694166
20,4.7,24,12.463883024166929
20,5.0,36,20.2065815105083
29,4.3,28,9.081116432460675
36,4.8,31,17.138077427627362
36,4.0,44,13.631343698143361
22,4.8,15,12.074063090453254
38,4.4,33,10.72326417216742
39,4.9,30,7.600994631258499
24,4.9,22,7.562982485199944
30,4.1,43,11.007734763744619
35,4.8,48,13.829314445199007
33,4.5,19,13.969116967729818
39,4.7,21,10.923267458246297
31,4.3,44,12.117036432265767
37,4.5,26,1.5525704156530522
37,4.7,26,4.663566689152346
33,5.0,31,1.5294972211336797
24,4.6,19,9.435201537430713
33,4.5,18,11.916757259074872
39,4.7,38,10.486117701549048
37,4.6,32,13.583078662316938
25,4.9,17,7.6831914051315415
28,4.8,11,9.193093962702367
38,4.7,31,6.2178836475587875
29,4.6,43,10.427235657896192
31,4.6,25,9.3268725291157
25,4.8,22,9.179538450825504
35,4.9,43,10.880651848535361
39,4.7,42,10.565262855251573
38,3.9,42,12.100062421151955
35,4.7,34,4.657159718108008
29,4.7,17,2.9812178551917157
27,4.6,25,4.561265632840908
38,4.3,54,13.989916877276224
36,4.9,21,10.64228895373847
26,4.0,34,6.1474046526362285
26,4.1,36,13.428477357470477
36,4.9,17,9.327285157960466
21,4.7,16,1.489792976782923
35,4.7,27,12.418394742110715
20,4.5,26,6.21786068914486
23,4.6,46,13.787803344502166
37,5.0,29,9.080187058762698
26,4.8,23,9.315441635500324
29,5.0,11,12.161417162420864
26,4.9,28,16.6368750388607
29,4.8,25,9.192951167083816
29,4.7,11,3.018226484999582
21,4.9,26,4.395420246829279
22,4.3,23,3.109059104393339
31,4.0,39,11.916582838287255
20,4.5,11,3.1162485097897914
30,3.9,32,12.116950608888649
36,4.8,43,10.868263117988304
24,4.7,13,6.218153086065569
32,4.7,25,1.554424975889943
25,5.0,27,9.313017158715258
27,4.5,29,6.147106622705237
32,4.1,33,10.867300462045637
23,4.7,19,6.2092598820424385
39,4.4,33,20.18085916835192
20,4.8,28,9.435201537430713
20,4.8,15,11.919755989352518
29,4.6,29,4.494291162003691
26,4.9,18,20.851726357533593
25,5.0,14,1.5605734793802433
34,4.7,30,6.210589610313767
31,4.9,28,6.175283575307921
24,4.7,39,20.44292976252901
30,4.9,30,13.830084721845129
36,4.8,36,19.373745834955248
36,4.4,37,20.857115324129346
26,4.7,43,20.85155740266031
30,4.6,29,16.659963190056956
20,4.8,25,4.717601092054723
33,4.7,15,7.76260023979046
29,4.6,24,11.007734763744619
34,4.0,39,13.766855008587
36,4.6,20,12.29367767357356
33,4.6,15,2.984637269285578
22,4.8,16,16.788275862514016
38,4.7,19,1.5320227740635555
27,4.9,20,12.421407858788074
32,4.8,25,10.444776155165613
26,4.8,43,12.42075005031394
29,4.5,15,19.65937352744409
31,4.5,29,12.46418980459395
28,4.6,14,6.146243658393976
21,4.8,11,8.929086888936338
21,4.0,19,7.790362124533636
30,4.9,29,12.58026782240096
29,4.7,11,5.992096714696384
20,4.8,14,1.5297232853102503
28,5.0,15,13.73594217639658
25,4.7,16,10.705559922396493
29,4.6,43,16.85256546542981
38,4.8,20,3.1048037532854202
39,4.9,26,4.610073053799367
26,4.9,26,9.122100805601539
33,4.4,43,10.906036622245397
24,4.6,25,9.088013799330726
24,4.9,28,6.232303380307374
33,4.5,17,13.611566722125016
35,4.2,44,13.611428630407518
27,4.2,33,13.763896210757894
29,4.6,19,7.761350404897176
29,4.5,15,4.657591594951663
34,4.7,27,19.343487217443105
20,4.7,25,2.9845125598688216
29,4.8,18,6.058876303739538
22,4.9,21,9.08808409216373
35,4.9,53,10.417065790358764
32,4.4,42,17.16483390268399
28,4.9,20,16.113872411826254
30,4.7,29,20.253686339517657
22,4.7,15,17.076258901182708
36,4.7,30,7.790362124533636
23,4.8,28,19.76218981785956
22,4.8,19,3.0250598092769923
29,4.5,15,19.83956144193532
34,4.9,50,17.075594401072465
38,4.1,41,1.5527001159062177
35,5.0,37,11.007734763744619
38,4.7,28,9.435201537430713
32,4.3,35,10.280572823486368
20,4.5,27,10.867300462045637
25,4.9,43,12.41768756419937
29,4.5,12,8.937860881830986
32,4.7,31,6047.919477618645
39,4.1,39,20.44292976252901
31,4.4,47,16.660108123692734
37,4.5,26,7.601385733165002
36,4.9,31,13.183763612802506
37,3.8,42,20.856833724898244
29,4.6,12,16612.23905461284
38,4.9,25,6.232373004508207
37,4.4,39,11.904865487130733
21,4.9,21,13.682164847733418
35,4.9,18,4.469362226704669
22,4.8,22,13.406355455305173
28,4.8,23,3.0736440277233705
39,4.0,48,20.2065815105083
29,4.5,13,12.419724873245672
39,4.6,32,3.10480371051839
25,4.9,16,20.206316416481208
34,5.0,19,4.674151774555243
22,4.8,18,3.1053699758611257
27,5.0,27,10.44439086222839
28,4.5,25,10.710903359654141
32,5.0,31,4.674393132741266
29,4.6,39,16.60127679034639
27,4.6,20,10.756697879102664
35,3.9,38,12.236561539555195
22,4.6,19,4.66365822992199
35,4.7,17,4.717601092054723
30,4.6,24,1.514804895193716
39,4.8,26,3.1089883297664818
33,4.8,28,9.219905581617374
20,4.7,16,12.256687342592544
20,4.7,17,4.717601092054723
34,4.2,24,9.326940869812669
22,4.7,24,10.881431823102693
37,4.3,34,2.980249384918674
20,4.8,16,1.530259489433465
33,4.9,26,7.601614738321658
21,5.0,25,19.660943947619387
33,4.6,49,10.60241776436213
24,4.6,24,12.419602041029952
36,4.7,32,3.145067434621583
30,4.6,26,4.588898780684235
32,4.9,24,13.829931792650669
28,4.6,16,19.975808791438837
21,4.7,27,19.373745834955248
39,4.9,25,3.052706857073804
32,4.7,26,3.10480371051839
20,4.5,25,9.178605957041263
29,4.6,26,4.717601092054723
36,5.0,15,1.4901538808202177
28,4.8,18,3.1053645449071565
32,4.5,30,7.661250453808475
39,4.4,46,17.076258901182708
30,4.7,24,16.721430138856057
32,4.4,37,6.128419378458112
23,4.6,27,13.61087757567187
21,4.8,27,6.118630884411828
31,4.2,32,9.074342229264849
37,4.6,28,3.0589506421329244
20,4.5,29,7.60187028254755
28,4.5,27,1.4899271643867567
22,4.9,11,1.5545816630915406
20,4.7,13,9.219708856173831
34,4.8,27,19.618968653878404
38,4.8,25,6.2092598820424385
29,4.6,26,20.182634488293992
32,4.5,27,6.036244196933848
34,4.9,26,16.853347148215562
33,3.9,32,13.612594236926364
34,4.5,25,3.025144329113472
32,4.6,32,4.717601092054723
29,4.6,42,10.86743475093766
34,4.7,29,7.772523200443599
26,4.6,32,10.64143695507064
31,4.0,35,12.4206925399653
39,4.8,27,6.081185877714354
27,4.8,15,1.5725337292863206
32,5.0,27,7.6833552999308585
32,4.5,30,7.568033295671713
39,4.1,32,10.564540523828766
36,4.8,25,1.5323350156093773
37,4.1,38,4.657133018843544
37,4.8,26,9.054052950169236
38,3.7,31,16.853347148215562
28,4.7,28,3.018226484999582
34,3.8,31,16.852118690780152
32,4.9,29,17.07490429604153
22,4.7,17,8.937527873529593
31,4.0,45,13.620357163029286
27,4.0,34,12.434585525065135
29,4.9,24,17.137487720369034
38,4.8,44,9.348325936764757
35,4.8,36,7.601874226721306
31,4.9,28,4.657654937060371
30,4.3,37,13.970007989573654
24,4.9,10,9.435201537430713
33,4.8,23,13.830053479838757
29,4.6,22,10.278596687704232
38,4.6,26,6.117761953594076
26,4.9,34,9.056095962461821
39,4.8,26,6.290134677634678
24,4.5,21,17.29786575291325
34,4.2,28,9.193093962702367
26,4.7,14,8.942954308598857
35,4.7,17,6.050551152463514
36,4.2,37,4.657579589646416
24,2.6,42,16.660108123692734
29,4.6,17,11.007734763744619
33,4.3,34,16.826241648658563
26,4.6,25,16.78788895084062
32,5.0,30,17.07425677879506
37,4.9,48,13.403654333870259
26,4.9,18,20.285402098848916
31,4.8,28,20.253518127453454
37,4.6,26,13.970759660747298
26,4.7,16,16.827472773146546
37,4.8,25,4.537571350180904
22,4.6,22,20.44292976252901
21,4.4,15,4.56092627806632
22,4.0,28,1.5524082366564882
38,4.5,20,1.5524171512663978
28,4.0,32,6.208681984040334
29,4.7,17,20.44292976252901
31,4.9,38,6.058919182290554
24,4.8,14,3.040570257157571
33,4.8,26,6.290134677634678
26,4.9,30,13.788957415778432
29,4.6,28,12.074377562048717
20,4.7,29,7.790401204068435
29,4.8,12,19.762382255532415
32,4.0,49,10.86736612025195
20,4.9,42,16.659917302375856
26,5.0,24,10.867138302160235
38,4.8,46,16.721157280760078
34,4.6,27,6.1765766119532595
27,4.5,13,2.9795000083815664
29,5.0,25,10.593374354489539
24,4.9,24,19.761066328271667
21,4.9,12,1.512584768578813
33,4.4,24,1.465185811092148
35,4.7,29,9.055898607911567
35,4.7,18,12.46418980459395
29,4.6,20,17744.205087171256
29,4.6,13,4.663432062512783
29,4.8,23,10.707345040407779
21,4.9,19,12.25607644546856
29,4.6,29,17.078934089495423
22,4.7,24,13.97320677313832
29,4.6,27,6.217689154531195
24,4.4,40,11.904942936168032
23,4.9,22,1.5544659606027853
27,4.6,12,1.5522933461656467
33,4.1,43,12.464528059716645
35,4.6,26,16.902495928547932
21,4.7,27,4.674318760489688
39,4.4,35,13.969606427684226
34,4.8,27,7.761160094159413
29,4.9,27,6.08138911667686
20,4.7,17,3.059709961318304
20,4.8,17,11.007734763744619
30,4.7,15,9.054052950169236
37,4.7,39,19.087110814122113
39,4.6,25,4.537860442229112
26,5.0,18,16.903843893840016
32,4.9,48,12.58026782240096
21,4.7,28,13.787860239172238
35,4.8,29,3.1051337352345962
39,4.6,32,4.527261449200269
39,5.0,41,20.18379902594911
27,4.9,39,10.924204662087165
33,4.8,16,4.656945385949658
33,4.8,48,19.976712110349872
37,4.7,40,10.868263117988304
20,4.6,11,3.11625365633879
20,4.6,19,12.58026782240096
31,4.2,35,10.72487928947891
27,4.6,16,3.1161417126178717
37,4.9,15,7.573467821949986
34,4.4,31,7.762944133594471
25,4.7,11,9.348114492435203
37,4.7,22,7.6315119039786525
23,4.7,16,10.92374498616851
27,5.0,24,6.217824017921914
36,4.7,16,3.073618468414652
30,4.3,42,20.853653606522226
20,4.9,31,1.5725337292863206
28,4.7,31,10.906379593113522
36,4.0,33,3.145067434621583
20,4.7,16,7.7618394221539715
22,4.7,16,16.85361872985407
28,4.7,25,17.097073943177282
34,4.8,18,1.5202925485979668
25,4.8,26,16.660108123692734
38,5.0,34,7.6315206377383635
34,3.5,32,11.917680464391392
24,4.9,22,16.65997912906346
33,4.6,50,13.583086214934681
21,4.6,16,3.027096857241899
25,4.6,23,9.081116432460675
23,4.9,19,6.058848944529893
34,4.9,25,7.325299567376928
25,4.7,37,10.757050667280218
28,4.9,10,13.48132821110772
34,3.7,34,16.852086415672474
24,4.5,14,16.3815985933698
31,5.0,26,9.314044193380468
38,4.6,30,9.176247492588644
32,4.8,17,13.216577965789263
28,5.0,29,13.73595371215514
29,4.5,37,13.406000552536547
28,4.8,23,20.177742451193726
39,4.8,30,7.771834302405156
39,4.8,29,11.007734763744619
26,4.8,14,3.0253327061731827
33,4.8,28,4.539068203248832
37,4.9,27,4.494246018082183
29,4.6,24,9.316238098535816
24,4.6,16,14.02247678645175
36,5.0,43,12.209917964427541
22,4.7,44,13.631282080461437
21,4.6,22,4.6106137050519
29,5.0,16,7.601368938115055
33,4.7,18,3.10513147754577
27,4.1,16,3.018828463384802
29,4.6,24,19.97591692313584
30,4.2,46,10.641490945494457
22,4.8,26,12.58026782240096
20,4.9,17,10.906379593113522
31,4.4,44,10.86743475093766
36,4.6,17,4.561267998363487
39,4.9,43,11.917680464391392
32,4.7,41,16.903235903520294
23,4.2,34,11.007734763744619
30,3.8,40,12.161642370388376
26,4.7,16,3.0249963435107636
29,4.6,23,1.5545020843143542
21,4.9,13,1.5204319193289748
23,4.6,29,4.674341511233819
22,4.9,24,3.040537241644738
39,4.5,16,4.561152427256569
32,4.1,34,7.760937776419154
25,4.7,20,16.388699354722633
30,5.0,28,6.08144091176014
25,4.8,30,20.182482607604825
26,4.7,14,14.022136830289135
30,4.6,30,6.232177403678717
31,4.3,25,2.976598093374338
33,4.8,28,12.10007905561433
20,5.0,17,9.177484636525882
36,4.3,33,20.206344895189716
20,4.9,36,13.789707457541457
29,4.6,16,17118.828365904727
38,4.1,38,14.15280068944862
37,4.7,25,9.087937068016329
28,5.0,40,16.38489468676678
39,3.5,32,12.419724873245672
31,4.0,42,12.293787312037066
30,4.9,27,7.6831770783541575
27,4.9,25,13.62154989228773
30,4.9,24,7.660957436559093
29,4.5,30,20.18379902594911
35,4.5,22,19.343487217443105
34,4.9,31,3.0256560842058073
37,4.8,16,12.463861442061827
34,4.9,25,4.469223038792755
31,4.9,16,3.145067434621583
23,4.1,32,9.220147515420278
29,4.7,20,7.562950099274068
20,4.9,11,3.145067434621583
26,4.1,21,9.1921191213112
34,4.5,44,12.58026782240096
34,4.9,19,7.6315206377383635
21,4.7,11,4.595940524023034
35,4.6,23,10.906470984869511
20,4.7,12,16.384324359677176
24,4.1,39,19.884318574979222
25,4.5,16,6.210543032490164
22,4.8,17,4.589965403039523
38,4.7,24,13.58037387628081
29,4.3,33,6.210605364096202
24,4.8,29,17.078934089495423
36,4.8,42,20.555166462971385
31,4.7,28,7.447061074885476
20,4.8,25,4.6633448430939985
25,4.6,16,7.550439931733868
23,5.0,11,17.078665498349924
39,4.7,34,7.447061074885476
21,4.7,35,17.097896810815786
32,4.7,25,6.050486021641284
36,4.9,15,19.618645096414483
38,4.8,49,10.906324615073945
34,4.3,35,17.077999100718745
23,2.5,34,16.721288103917647
32,3.6,39,20.20680429578236
31,4.8,26,1.5524082366564882
22,4.6,11,12.43500511451784
34,3.9,33,12.435256015114646
39,4.8,47,19.61782456145108
21,5.0,25,11.923472540743463
34,3.9,37,13.830709083522098
29,4.6,29,2740.2806554775298
28,4.9,15,12.41700384268753
34,4.9,20,1.5204696675472833
21,4.7,29,20.18126391655743
30,4.6,30,3.025061641856149
36,5.0,16,9.34840352266177
25,4.5,24,1.531840629987081
38,4.3,31,17.07802860149049
24,5.0,12,6.118745338337883
31,4.0,34,9.435201537430713
31,4.7,29,12.116895848185973
27,4.6,13,10.756961091859953
23,4.8,11,3.1050910965093825
29,4.6,29,16.5976594203346
25,4.7,23,20.182728114833115
38,4.5,24,1.512714085470906
32,4.8,26,12.463883024166929
22,4.3,36,10.429850454296858
35,4.9,31,4.5441940135013885
35,4.1,46,17.098388556624265
34,4.8,18,9.435201537430713
22,3.5,33,10.725566076622759
29,4.6,27,1.512568616883653
28,4.9,24,7.762635434587184
35,3.6,34,10.564540523828766
38,4.8,17,9.05975169661097
31,5.0,28,9.177484636525882
29,4.6,27,1.5725337292863206
26,5.0,10,4.494166054627538
36,4.4,31,17.074806111802342
26,4.6,32,4.674173521866497
38,4.1,41,20.506954885362845
25,4.3,37,13.405918573024225
25,5.0,32,1.5525569843008196
30,4.7,24,12.58026782240096
29,4.6,24,4.656902198105632
29,4.6,17,7.648322354566716
33,4.2,39,3.1046911695396355
39,4.9,26,12.463937409088205
34,4.5,28,4.6634322016198295
37,4.2,30,4.6105980334864025
36,4.8,20,4.469157679084331
29,4.9,45,10.724517748045963
30,4.4,35,16.72060564152912
32,5.0,43,10.602582382473138
21,4.8,13,10.72487928947891
24,4.2,35,20.18091138270937
28,4.9,25,12.099390766640973
39,4.9,21,17.29786575291325
21,5.0,11,12.072385194581768
24,4.8,37,19.76074372631284
35,4.8,29,4.579067429409246
25,4.5,20,12.106168623850548
20,5.0,22,10.427321890632737
23,4.7,31,10.881199561003289
28,4.7,25,17.097524927197277
31,4.8,22,10.565155904264323
28,4.5,16,10.427299400994743
20,3.9,54,8.790360138255203
26,4.9,22,19.36427479298626
34,4.6,26,1.5725337292863206
24,4.8,10,1.5323350156093773
35,4.8,43,14.02247678645175
31,4.7,19,4.537571350180904
20,4.7,28,12.108745430933785
32,4.0,31,1.5126165219143393
25,4.7,19,4.530419436025792
29,5.0,20,4.544208221888033
20,4.8,14,7.4502858459465395
23,4.7,42,20.851771383104897
33,5.0,25,13.61234086526925
24,4.8,16,17.138022477114593
25,4.8,22,9.181151801247479
29,4.6,21,9.121491544069452
31,4.4,37,19.91468696554527
38,4.8,17,6.217824017921914
22,4.6,15,16.151548344858927
35,4.7,12,1.52041860106364
34,3.8,39,16.720582121840994
20,4.8,28,13.969760212954572
29,4.6,16,1.5725337292863206
20,3.5,50,4.5442645096317325
30,4.2,49,12.463883024166929
29,4.6,14,1.520419007277728
24,4.4,49,4.717601092054723
35,4.0,35,16.476109203499863
28,4.8,18,1.5581244322259453
22,5.0,11,7.5628176900721105
23,4.8,33,10.905970180191467
32,4.3,28,1.5725337292863206
22,4.9,16,3.064627592336894
34,4.6,29,9.055525276451691
30,4.7,26,1.512515889082131
20,4.8,14,6.058876303739538
20,5.0,36,12.161615481620156
39,4.6,24,4.395007361328904
27,4.7,11,3.018663448352764
35,4.8,27,2.9796333006387523
24,4.8,26,19.915585713442425
25,4.9,17,9.059783744525705
28,4.8,14,6.128804224238824
33,4.6,30,12.237791615217422
35,4.9,21,7.448363764234143
30,4.9,35,10.86588292776456
31,4.9,29,9.314862687658415
31,4.8,21,13.972131143082873
24,4.7,16,3.145067434621583
33,5.0,24,3.0589686156369122
39,4.6,18,16.61092648528088
37,4.5,24,8.95254860446834
26,4.8,21,4.469620875558469
35,4.4,32,7.546670729115911
29,4.8,14,1.5136457231081835
24,4.8,19,1.532201594325313
25,4.9,27,19.36269866793402
20,4.5,21,6.127106344248561
28,5.0,13,10.642283429606557
29,5.0,21,1.5092307910801999
37,4.8,27,3.01884125862851
30,4.8,28,1.5135833475077918
23,5.0,34,14.02184017066128
36,4.5,18,10.254746830465763
39,4.5,37,13.830016226508361
28,4.9,13,7.763197145329057
32,4.8,18,1.5302997807726866
38,4.9,31,9.220449825751444
32,4.7,24,14.15280068944862
35,4.8,42,20.205786629218224
33,4.8,21,9.081488351334354
27,4.9,32,19.976712110349872
28,4.9,17,10.587929946826758
27,4.6,22,6.210030477134693
23,5.0,27,10.867908640310205
37,4.2,37,12.46388811675802
36,4.9,24,9.313705947301067
32,4.9,47,12.58026782240096
38,4.8,17,9.056109430301543
38,4.8,27,9.175193844437283
27,5.0,16,7.8626681674103684
31,4.4,53,10.756273454296805
21,4.2,16,3.073202406260901
26,4.7,22,17.137482577838096
23,4.9,36,10.721987300670905
36,4.8,15,12.074047498027545
29,4.6,17,9.349055143285232
34,4.7,26,6.210607623189759
20,4.9,15,12.465199139447055
25,4.1,28,9.348114492435203
36,4.6,30,12.099096916817428
27,4.7,20,12.419572625827414
35,4.1,32,3.052737719754902
31,4.8,26,6.218076509101378
33,4.8,22,17.29786575291325
23,5.0,44,16.385802266862363
23,4.5,26,20.183481365845644
29,4.7,14,17.29786575291325
29,4.8,26,6.232380002107321
30,5.0,19,7.631413514278938
39,4.9,25,3.0736267316959056
34,4.3,36,4.528162065607325
36,4.8,29,3.029527086813652
30,4.9,24,9.220418694557548
29,4.8,29,4.544211841489229
24,4.7,10,9.12142598198074
37,4.8,18,3.1044353971265153
29,4.6,17,12.418462399626803
30,4.8,16,12.162115707004753
21,4.7,10,4.61013388745304
33,4.7,22,7.76148623771488
39,4.4,39,13.989249784536108
25,4.8,22,7.763180727989849
26,4.7,18,8.790241310526385
30,5.0,25,1.5147937213890765
37,4.7,20,3.08789046683249
39,4.7,24,2.937737756302681
21,4.9,19,12.098699936279207
31,4.1,33,6.218134914911243
38,4.9,25,5.958586130824136
35,4.9,36,19.34098355293587
29,4.6,15,19070.337839460142
39,4.9,17,4.717601092054723
31,4.8,23,7.790944138439638
39,4.1,29,3.145067434621583
26,4.7,12,4.717601092054723
39,4.2,32,4.656788095043528
29,4.6,17,7.684129284114851
32,4.0,46,4.717601092054723
34,4.9,36,12.58026782240096
25,4.8,28,6.081139317039227
38,5.0,32,4.656788095043528
39,4.9,30,9.315069177421467
33,4.3,31,6.037118440222238
30,4.7,32,6.21004516313671
30,4.4,40,19.68856591478912
21,4.9,15,4.469193825204425
20,4.5,51,6.037474189823589
28,4.6,17,4.717601092054723
26,4.6,22,1.5263914730561974
31,4.3,48,2.996242679062324
27,4.6,43,11.007734763744619
32,5.0,25,19.89050358396663
23,4.9,10,3.040649953439087
26,4.9,25,7.660898979387943
34,5.0,30,16.72067899275337
37,4.7,25,7.660678233235358
21,4.9,24,4.674324006382012
28,4.6,27,7.772523200443599
23,4.8,11,3.145067434621583
33,4.7,25,16.63687991359285
37,4.5,16,4.6633448430939985
22,4.9,16,10.906058503327996
29,5.0,27,13.830756172608172
32,4.6,24,4.469310320115588
36,4.9,15,4.632486510687283
37,4.7,26,4.674644234402064
31,4.8,19,1.4897343062373762
21,4.9,18,9.192703790075399
29,4.6,12,10.417031582411873
35,4.5,44,13.403654333870259
36,4.9,23,10.90637937446933
34,4.5,26,7.761284984440791
26,4.5,22,1.5605734793802433
39,4.7,19,10.427208660422878
33,4.7,10,1.5544659606027853
36,4.9,40,10.602450942886199
36,4.6,25,12.58026782240096
27,4.5,20,1.50946039783608
37,4.8,28,7.566949319257056
28,4.7,17,7.8626681674103684
21,4.7,15,16.635223376952894
28,4.3,21,1.5581244322259453
26,3.9,46,4.5374004790919935
39,4.7,18,6.147038743531219
27,4.8,10,1.510097125258773
38,4.7,29,4.632486510687283
32,4.1,42,9.055476933500954
25,5.0,35,10.56527857058105
38,4.9,28,7.790314135591803
33,4.9,22,19.91529866449363
31,4.7,17,6.14709275562667
22,4.6,16,1.5323350156093773
27,4.8,22,19.688324335751815
31,4.9,23,4.596738270617085
29,4.5,17,20.18116177485189
27,4.2,18,7.647047869271471
35,5.0,43,1.552572298857814
34,4.5,23,13.830009311431366
36,4.2,33,9.19301447226726
38,5.0,25,3.1052688831334736
25,4.6,19,4.395281348843725
27,4.8,12,12.58026782240096
33,4.7,10,4.657127681974944
32,4.8,33,9.055525276451691
28,4.9,27,4.46935205273826
25,4.2,29,3.0251492856773803
36,4.7,25,3.0735433636637217
26,4.9,17,10.868667520702907
22,5.0,34,20.182693224611718
39,4.9,29,10.90614936096952
34,4.7,34,9.363369184364503
33,4.8,28,2.9961936989579065
31,4.6,26,7.772618958964917
35,5.0,37,6.210946741811576
29,4.7,23,19.36320422209724
32,3.8,31,16.72059667667663
29,4.0,33,12.253528674537387
23,4.9,13,6.2092598820424385
24,5.0,11,3.0189069957364936
39,4.7,16,1.5126917819907382
20,4.9,16,3.0736336615829787
31,4.6,17,13.40647396886028
22,4.9,22,16.82795323853624
34,4.7,40,20.44292976252901
29,4.6,13,4.540569477331834
29,4.9,17,4.717601092054723
34,4.8,28,10.565179206181494
25,4.8,15,6.04045219327021
25,4.9,29,7.760937776419154
35,4.8,30,9.087980108212873
24,4.5,24,9.176325854672063
